,continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate
7698,Europe,Luxembourg,1992,5-14 years,0,44700,43740,0.0
7699,Europe,Luxembourg,1992,55-74 years,17,73500,43740,23.13
7700,Europe,Luxembourg,1992,75+ years,10,23100,43740,43.29
7701,Europe,Luxembourg,1993,15-24 years,10,48600,44320,20.58
7702,Europe,Luxembourg,1993,25-34 years,8,68400,44320,11.7
7703,Europe,Luxembourg,1993,35-54 years,27,111500,44320,24.22
7704,Europe,Luxembourg,1993,5-14 years,0,45700,44320,0.0
7705,Europe,Luxembourg,1993,55-74 years,14,75000,44320,18.67
7706,Europe,Luxembourg,1993,75+ years,5,22800,44320,21.93
7707,Europe,Luxembourg,1994,15-24 years,8,48400,48610,16.53
7708,Europe,Luxembourg,1994,25-34 years,11,68900,48610,15.97
7709,Europe,Luxembourg,1994,35-54 years,26,113800,48610,22.85
7710,Europe,Luxembourg,1994,5-14 years,0,46800,48610,0.0
7711,Europe,Luxembourg,1994,55-74 years,20,76300,48610,26.21
7712,Europe,Luxembourg,1994,75+ years,9,22800,48610,39.47
7713,Europe,Luxembourg,1995,15-24 years,6,48200,56499,12.45
7714,Europe,Luxembourg,1995,25-34 years,11,69400,56499,15.85
7715,Europe,Luxembourg,1995,35-54 years,25,116200,56499,21.51
7716,Europe,Luxembourg,1995,5-14 years,0,48000,56499,0.0
7717,Europe,Luxembourg,1995,55-74 years,14,77200,56499,18.13
7718,Europe,Luxembourg,1995,75+ years,7,23100,56499,30.3
7719,Europe,Luxembourg,1996,15-24 years,5,48200,56169,10.37
7720,Europe,Luxembourg,1996,25-34 years,7,69700,56169,10.04
7721,Europe,Luxembourg,1996,35-54 years,32,119100,56169,26.87
7722,Europe,Luxembourg,1996,5-14 years,0,49100,56169,0.0
7723,Europe,Luxembourg,1996,55-74 years,21,77800,56169,26.99
7724,Europe,Luxembourg,1996,75+ years,7,23800,56169,29.41
7725,Europe,Luxembourg,1997,15-24 years,8,48000,50260,16.67
7726,Europe,Luxembourg,1997,25-34 years,13,69900,50260,18.6
7727,Europe,Luxembourg,1997,35-54 years,28,122000,50260,22.95
7728,Europe,Luxembourg,1997,5-14 years,0,50100,50260,0.0
7729,Europe,Luxembourg,1997,55-74 years,21,78500,50260,26.75
7730,Europe,Luxembourg,1997,75+ years,11,24100,50260,45.64
7731,Europe,Luxembourg,1998,15-24 years,5,48116,50788,10.39
7732,Europe,Luxembourg,1998,25-34 years,9,69268,50788,12.99
7733,Europe,Luxembourg,1998,35-54 years,27,124958,50788,21.61
7734,Europe,Luxembourg,1998,5-14 years,1,51487,50788,1.94
7735,Europe,Luxembourg,1998,55-74 years,15,79435,50788,18.88
7736,Europe,Luxembourg,1998,75+ years,7,24651,50788,28.4
7737,Europe,Luxembourg,1999,15-24 years,5,48722,55054,10.26
7738,Europe,Luxembourg,1999,25-34 years,11,68579,55054,16.04
7739,Europe,Luxembourg,1999,35-54 years,29,128011,55054,22.65
7740,Europe,Luxembourg,1999,5-14 years,1,53064,55054,1.88
7741,Europe,Luxembourg,1999,55-74 years,17,80299,55054,21.17
7742,Europe,Luxembourg,1999,75+ years,7,25215,55054,27.76
7743,Europe,Luxembourg,2000,15-24 years,4,49180,51841,8.13
7744,Europe,Luxembourg,2000,25-34 years,8,68036,51841,11.76
7745,Europe,Luxembourg,2000,35-54 years,18,131227,51841,13.72
7746,Europe,Luxembourg,2000,5-14 years,0,54619,51841,0.0
7747,Europe,Luxembourg,2000,55-74 years,23,81004,51841,28.39
7748,Europe,Luxembourg,2000,75+ years,9,26098,51841,34.49
7749,Europe,Luxembourg,2001,15-24 years,4,50742,51391,7.88
7750,Europe,Luxembourg,2001,25-34 years,15,68397,51391,21.93
7751,Europe,Luxembourg,2001,35-54 years,19,134283,51391,14.15
7752,Europe,Luxembourg,2001,5-14 years,0,55377,51391,0.0
7753,Europe,Luxembourg,2001,55-74 years,25,79550,51391,31.43
7754,Europe,Luxembourg,2001,75+ years,10,25581,51391,39.09
7755,Europe,Luxembourg,2002,15-24 years,7,50986,56484,13.73
7756,Europe,Luxembourg,2002,25-34 years,8,67715,56484,11.81
7757,Europe,Luxembourg,2002,35-54 years,26,136714,56484,19.02
7758,Europe,Luxembourg,2002,5-14 years,0,56130,56484,0.0
7759,Europe,Luxembourg,2002,55-74 years,35,80290,56484,43.59
7760,Europe,Luxembourg,2002,75+ years,9,26271,56484,34.26
7761,Europe,Luxembourg,2003,15-24 years,7,51927,69768,13.48
7762,Europe,Luxembourg,2003,25-34 years,6,66925,69768,8.97
7763,Europe,Luxembourg,2003,35-54 years,18,139464,69768,12.91
7764,Europe,Luxembourg,2003,5-14 years,1,56826,69768,1.76
7765,Europe,Luxembourg,2003,55-74 years,10,81317,69768,12.3
7766,Europe,Luxembourg,2003,75+ years,6,27195,69768,22.06
7767,Europe,Luxembourg,2004,15-24 years,4,53363,80639,7.5
7768,Europe,Luxembourg,2004,25-34 years,9,66438,80639,13.55
7769,Europe,Luxembourg,2004,35-54 years,27,142163,80639,18.99
7770,Europe,Luxembourg,2004,5-14 years,0,57520,80639,0.0
7771,Europe,Luxembourg,2004,55-74 years,13,82479,80639,15.76
7772,Europe,Luxembourg,2004,75+ years,9,28165,80639,31.95
7773,Europe,Luxembourg,2005,15-24 years,6,54648,85397,10.98
7774,Europe,Luxembourg,2005,25-34 years,4,66393,85397,6.02
7775,Europe,Luxembourg,2005,35-54 years,22,144943,85397,15.18
7776,Europe,Luxembourg,2005,5-14 years,0,58343,85397,0.0
7777,Europe,Luxembourg,2005,55-74 years,9,83634,85397,10.76
7778,Europe,Luxembourg,2005,75+ years,8,29377,85397,27.23
7779,Europe,Luxembourg,2006,15-24 years,4,55726,95351,7.18
7780,Europe,Luxembourg,2006,25-34 years,4,66905,95351,5.98
7781,Europe,Luxembourg,2006,35-54 years,34,147891,95351,22.99
7782,Europe,Luxembourg,2006,5-14 years,0,59067,95351,0.0
7783,Europe,Luxembourg,2006,55-74 years,14,84703,95351,16.53
7784,Europe,Luxembourg,2006,75+ years,9,30529,95351,29.48
7785,Europe,Luxembourg,2007,15-24 years,4,56638,112581,7.06
7786,Europe,Luxembourg,2007,25-34 years,11,67843,112581,16.21
7787,Europe,Luxembourg,2007,35-54 years,34,150560,112581,22.58
7788,Europe,Luxembourg,2007,5-14 years,0,59557,112581,0.0
7789,Europe,Luxembourg,2007,55-74 years,24,86034,112581,27.9
7790,Europe,Luxembourg,2007,75+ years,5,31380,112581,15.93
7791,Europe,Luxembourg,2008,15-24 years,0,57766,121315,0.0
7792,Europe,Luxembourg,2008,25-34 years,5,69520,121315,7.19
7793,Europe,Luxembourg,2008,35-54 years,23,153193,121315,15.01
7794,Europe,Luxembourg,2008,5-14 years,0,59921,121315,0.0
7795,Europe,Luxembourg,2008,55-74 years,9,87915,121315,10.24
7796,Europe,Luxembourg,2008,75+ years,6,32056,121315,18.72
7797,Europe,Luxembourg,2009,15-24 years,1,58969,109483,1.7
7798,Europe,Luxembourg,2009,25-34 years,7,71270,109483,9.82
7799,Europe,Luxembourg,2009,35-54 years,23,155764,109483,14.77
7800,Europe,Luxembourg,2009,5-14 years,0,60271,109483,0.0
7801,Europe,Luxembourg,2009,55-74 years,13,90134,109483,14.42
7802,Europe,Luxembourg,2009,75+ years,4,32801,109483,12.19
7803,Europe,Luxembourg,2010,15-24 years,3,60307,111328,4.97
7804,Europe,Luxembourg,2010,25-34 years,5,72588,111328,6.89
7805,Europe,Luxembourg,2010,35-54 years,29,158423,111328,18.31
7806,Europe,Luxembourg,2010,5-14 years,1,60593,111328,1.65
7807,Europe,Luxembourg,2010,55-74 years,8,92561,111328,8.64
7808,Europe,Luxembourg,2010,75+ years,8,33507,111328,23.88
7809,Europe,Luxembourg,2011,15-24 years,5,62388,122729,8.01
7810,Europe,Luxembourg,2011,25-34 years,5,74730,122729,6.69
7811,Europe,Luxembourg,2011,35-54 years,26,161730,122729,16.08
7812,Europe,Luxembourg,2011,5-14 years,0,60570,122729,0.0
7813,Europe,Luxembourg,2011,55-74 years,10,95081,122729,10.52
7814,Europe,Luxembourg,2011,75+ years,9,34419,122729,26.15
7815,Europe,Luxembourg,2012,15-24 years,6,64521,113120,9.3
7816,Europe,Luxembourg,2012,25-34 years,5,77495,113120,6.45
7817,Europe,Luxembourg,2012,35-54 years,18,165168,113120,10.9
7818,Europe,Luxembourg,2012,5-14 years,0,60692,113120,0.0
7819,Europe,Luxembourg,2012,55-74 years,13,97817,113120,13.29
7820,Europe,Luxembourg,2012,75+ years,9,35351,113120,25.46
7821,Europe,Luxembourg,2013,15-24 years,2,65745,120423,3.04
7822,Europe,Luxembourg,2013,25-34 years,2,79862,120423,2.5
7823,Europe,Luxembourg,2013,35-54 years,14,168657,120423,8.3
7824,Europe,Luxembourg,2013,5-14 years,0,61225,120423,0.0
7825,Europe,Luxembourg,2013,55-74 years,17,101043,120423,16.82
7826,Europe,Luxembourg,2013,75+ years,5,36157,120423,13.83
7827,Europe,Luxembourg,2014,15-24 years,4,66729,126352,5.99
7828,Europe,Luxembourg,2014,25-34 years,9,82304,126352,10.94
7829,Europe,Luxembourg,2014,35-54 years,23,172365,126352,13.34
7830,Europe,Luxembourg,2014,5-14 years,1,61772,126352,1.62
7831,Europe,Luxembourg,2014,55-74 years,23,104555,126352,22.0
7832,Europe,Luxembourg,2014,75+ years,7,37215,126352,18.81
7833,Europe,Luxembourg,2015,15-24 years,5,67927,107456,7.36
7834,Europe,Luxembourg,2015,25-34 years,4,84930,107456,4.71
7835,Europe,Luxembourg,2015,35-54 years,23,176023,107456,13.07
7836,Europe,Luxembourg,2015,5-14 years,1,62465,107456,1.6
7837,Europe,Luxembourg,2015,55-74 years,25,108203,107456,23.1
7838,Europe,Luxembourg,2015,75+ years,6,38200,107456,15.71
7839,Asia,Macau,1994,15-24 years,2,51605,18081,3.88
7840,Asia,Macau,1994,25-34 years,5,77605,18081,6.44
7841,Asia,Macau,1994,35-54 years,10,103973,18081,9.62
7842,Asia,Macau,1994,5-14 years,0,66022,18081,0.0
7843,Asia,Macau,1994,55-74 years,5,37609,18081,13.29
7844,Asia,Macau,1994,75+ years,5,9728,18081,51.4
7845,Asia,Maldives,2000,15-24 years,0,60646,2524,0.0
7846,Asia,Maldives,2000,25-34 years,0,38800,2524,0.0
7847,Asia,Maldives,2000,35-54 years,0,42721,2524,0.0
7848,Asia,Maldives,2000,5-14 years,0,81230,2524,0.0
7849,Asia,Maldives,2000,55-74 years,0,21658,2524,0.0
7850,Asia,Maldives,2000,75+ years,0,2332,2524,0.0
7851,Asia,Maldives,2001,15-24 years,1,65477,3406,1.53
7852,Asia,Maldives,2001,25-34 years,1,40669,3406,2.46
7853,Asia,Maldives,2001,35-54 years,0,45205,3406,0.0
7854,Asia,Maldives,2001,5-14 years,0,79820,3406,0.0
7855,Asia,Maldives,2001,55-74 years,0,21790,3406,0.0
7856,Asia,Maldives,2001,75+ years,1,2542,3406,39.34
7857,Asia,Maldives,2002,15-24 years,2,70279,3401,2.85
7858,Asia,Maldives,2002,25-34 years,0,42851,3401,0.0
7859,Asia,Maldives,2002,35-54 years,1,48057,3401,2.08
7860,Asia,Maldives,2002,5-14 years,0,77899,3401,0.0
7861,Asia,Maldives,2002,55-74 years,0,21913,3401,0.0
7862,Asia,Maldives,2002,75+ years,0,2748,3401,0.0
7863,Asia,Maldives,2003,15-24 years,0,74749,3867,0.0
7864,Asia,Maldives,2003,25-34 years,0,45470,3867,0.0
7865,Asia,Maldives,2003,35-54 years,4,51257,3867,7.8
7866,Asia,Maldives,2003,5-14 years,0,75629,3867,0.0
7867,Asia,Maldives,2003,55-74 years,0,22052,3867,0.0
7868,Asia,Maldives,2003,75+ years,0,2953,3867,0.0
7869,Asia,Maldives,2004,15-24 years,0,78516,4373,0.0
7870,Asia,Maldives,2004,25-34 years,0,48674,4373,0.0
7871,Asia,Maldives,2004,35-54 years,1,54732,4373,1.83
7872,Asia,Maldives,2004,5-14 years,0,73179,4373,0.0
7873,Asia,Maldives,2004,55-74 years,0,22252,4373,0.0
7874,Asia,Maldives,2004,75+ years,0,3173,4373,0.0
7875,Asia,Maldives,2005,15-24 years,0,81342,4026,0.0
7876,Asia,Maldives,2005,25-34 years,0,52500,4026,0.0
7877,Asia,Maldives,2005,35-54 years,0,58425,4026,0.0
7878,Asia,Maldives,2005,5-14 years,1,70721,4026,1.41
7879,Asia,Maldives,2005,55-74 years,0,22531,4026,0.0
7880,Asia,Maldives,2005,75+ years,0,3417,4026,0.0
7881,Asia,Maldives,2007,15-24 years,2,87153,6115,2.29
7882,Asia,Maldives,2007,25-34 years,3,60151,6115,4.99
7883,Asia,Maldives,2007,35-54 years,0,65199,6115,0.0
7884,Asia,Maldives,2007,5-14 years,0,65922,6115,0.0
7885,Asia,Maldives,2007,55-74 years,0,23026,6115,0.0
7886,Asia,Maldives,2007,75+ years,0,4085,6115,0.0
7887,Asia,Maldives,2008,15-24 years,0,88796,7236,0.0
7888,Asia,Maldives,2008,25-34 years,0,64798,7236,0.0
7889,Asia,Maldives,2008,35-54 years,0,68884,7236,0.0
7890,Asia,Maldives,2008,5-14 years,0,63557,7236,0.0
7891,Asia,Maldives,2008,55-74 years,0,23445,7236,0.0
7892,Asia,Maldives,2008,75+ years,0,4444,7236,0.0
7893,Asia,Maldives,2010,15-24 years,1,89305,7806,1.12
7894,Asia,Maldives,2010,25-34 years,0,75450,7806,0.0
7895,Asia,Maldives,2010,35-54 years,0,76809,7806,0.0
7896,Asia,Maldives,2010,5-14 years,0,59891,7806,0.0
7897,Asia,Maldives,2010,55-74 years,0,24901,7806,0.0
7898,Asia,Maldives,2010,75+ years,0,5203,7806,0.0
7899,Asia,Maldives,2011,15-24 years,0,89080,8135,0.0
7900,Asia,Maldives,2011,25-34 years,1,81321,8135,1.23
7901,Asia,Maldives,2011,35-54 years,0,80464,8135,0.0
7902,Asia,Maldives,2011,5-14 years,1,58825,8135,1.7
7903,Asia,Maldives,2011,55-74 years,0,25695,8135,0.0
7904,Asia,Maldives,2011,75+ years,0,5633,8135,0.0
7905,Europe,Malta,1985,15-24 years,1,47200,3639,2.12
7906,Europe,Malta,1985,25-34 years,0,59200,3639,0.0
7907,Europe,Malta,1985,35-54 years,0,86900,3639,0.0
7908,Europe,Malta,1985,5-14 years,0,53800,3639,0.0
7909,Europe,Malta,1985,55-74 years,1,48100,3639,2.08
7910,Europe,Malta,1985,75+ years,0,12000,3639,0.0
7911,Europe,Malta,1986,15-24 years,0,49700,4544,0.0
7912,Europe,Malta,1986,25-34 years,1,56100,4544,1.78
7913,Europe,Malta,1986,35-54 years,0,89500,4544,0.0
7914,Europe,Malta,1986,5-14 years,0,55100,4544,0.0
7915,Europe,Malta,1986,55-74 years,0,52200,4544,0.0
7916,Europe,Malta,1986,75+ years,0,13200,4544,0.0
7917,Europe,Malta,1987,15-24 years,0,49500,5517,0.0
7918,Europe,Malta,1987,25-34 years,0,56200,5517,0.0
7919,Europe,Malta,1987,35-54 years,0,90300,5517,0.0
7920,Europe,Malta,1987,5-14 years,0,55500,5517,0.0
7921,Europe,Malta,1987,55-74 years,0,52600,5517,0.0
7922,Europe,Malta,1987,75+ years,1,13300,5517,7.52
7923,Europe,Malta,1988,15-24 years,2,49400,6295,4.05
7924,Europe,Malta,1988,25-34 years,4,56400,6295,7.09
7925,Europe,Malta,1988,35-54 years,3,92100,6295,3.26
7926,Europe,Malta,1988,5-14 years,0,56100,6295,0.0
7927,Europe,Malta,1988,55-74 years,0,53300,6295,0.0
7928,Europe,Malta,1988,75+ years,0,13500,6295,0.0
7929,Europe,Malta,1989,15-24 years,5,49300,6539,10.14
7930,Europe,Malta,1989,25-34 years,6,56400,6539,10.64
7931,Europe,Malta,1989,35-54 years,7,94000,6539,7.45
7932,Europe,Malta,1989,5-14 years,0,56300,6539,0.0
7933,Europe,Malta,1989,55-74 years,4,54100,6539,7.39
7934,Europe,Malta,1989,75+ years,1,13900,6539,7.19
7935,Europe,Malta,1990,15-24 years,2,49700,7780,4.02
7936,Europe,Malta,1990,25-34 years,1,55900,7780,1.79
7937,Europe,Malta,1990,35-54 years,4,96300,7780,4.15
7938,Europe,Malta,1990,5-14 years,0,56300,7780,0.0
7939,Europe,Malta,1990,55-74 years,1,55200,7780,1.81
7940,Europe,Malta,1990,75+ years,0,14000,7780,0.0
7941,Europe,Malta,1991,15-24 years,3,50700,8313,5.92
7942,Europe,Malta,1991,25-34 years,3,55000,8313,5.45
7943,Europe,Malta,1991,35-54 years,4,98500,8313,4.06
7944,Europe,Malta,1991,5-14 years,0,56100,8313,0.0
7945,Europe,Malta,1991,55-74 years,0,56400,8313,0.0
7946,Europe,Malta,1991,75+ years,0,14100,8313,0.0
7947,Europe,Malta,1992,15-24 years,2,51800,9040,3.86
7948,Europe,Malta,1992,25-34 years,4,54200,9040,7.38
7949,Europe,Malta,1992,35-54 years,4,100900,9040,3.96
7950,Europe,Malta,1992,5-14 years,0,55700,9040,0.0
7951,Europe,Malta,1992,55-74 years,6,57800,9040,10.38
7952,Europe,Malta,1992,75+ years,2,13900,9040,14.39
7953,Europe,Malta,1993,15-24 years,1,52800,8022,1.89
7954,Europe,Malta,1993,25-34 years,5,53200,8022,9.4
7955,Europe,Malta,1993,35-54 years,6,103000,8022,5.83
7956,Europe,Malta,1993,5-14 years,0,55600,8022,0.0
7957,Europe,Malta,1993,55-74 years,4,59000,8022,6.78
7958,Europe,Malta,1993,75+ years,0,14100,8022,0.0
7959,Europe,Malta,1994,15-24 years,3,54000,8775,5.56
7960,Europe,Malta,1994,25-34 years,3,52400,8775,5.73
7961,Europe,Malta,1994,35-54 years,7,105400,8775,6.64
7962,Europe,Malta,1994,5-14 years,0,55300,8775,0.0
7963,Europe,Malta,1994,55-74 years,0,60400,8775,0.0
7964,Europe,Malta,1994,75+ years,2,14200,8775,14.08
7965,Europe,Malta,1995,15-24 years,4,54900,9974,7.29
7966,Europe,Malta,1995,25-34 years,2,51400,9974,3.89
7967,Europe,Malta,1995,35-54 years,8,107700,9974,7.43
7968,Europe,Malta,1995,5-14 years,0,55100,9974,0.0
7969,Europe,Malta,1995,55-74 years,3,60900,9974,4.93
7970,Europe,Malta,1995,75+ years,0,14900,9974,0.0
7971,Europe,Malta,1996,15-24 years,3,55600,10254,5.4
7972,Europe,Malta,1996,25-34 years,4,49500,10254,8.08
7973,Europe,Malta,1996,35-54 years,1,110200,10254,0.91
7974,Europe,Malta,1996,5-14 years,0,55700,10254,0.0
7975,Europe,Malta,1996,55-74 years,1,61100,10254,1.64
7976,Europe,Malta,1996,75+ years,1,16100,10254,6.21
7977,Europe,Malta,1997,15-24 years,4,56300,10575,7.1
7978,Europe,Malta,1997,25-34 years,4,47800,10575,8.37
7979,Europe,Malta,1997,35-54 years,4,112500,10575,3.56
7980,Europe,Malta,1997,5-14 years,0,55900,10575,0.0
7981,Europe,Malta,1997,55-74 years,1,60900,10575,1.64
7982,Europe,Malta,1997,75+ years,2,17000,10575,11.76
7983,Europe,Malta,1998,15-24 years,0,57100,11103,0.0
7984,Europe,Malta,1998,25-34 years,1,47600,11103,2.1
7985,Europe,Malta,1998,35-54 years,7,114400,11103,6.12
7986,Europe,Malta,1998,5-14 years,0,55400,11103,0.0
7987,Europe,Malta,1998,55-74 years,4,61300,11103,6.53
7988,Europe,Malta,1998,75+ years,0,17600,11103,0.0
7989,Europe,Malta,1999,15-24 years,2,57600,11607,3.47
7990,Europe,Malta,1999,25-34 years,6,47800,11607,12.55
7991,Europe,Malta,1999,35-54 years,12,114400,11607,10.49
7992,Europe,Malta,1999,5-14 years,0,54600,11607,0.0
7993,Europe,Malta,1999,55-74 years,5,63200,11607,7.91
7994,Europe,Malta,1999,75+ years,2,18000,11607,11.11
7995,Europe,Malta,2000,15-24 years,1,58421,11873,1.71
7996,Europe,Malta,2000,25-34 years,4,49461,11873,8.09
7997,Europe,Malta,2000,35-54 years,13,115110,11873,11.29
7998,Europe,Malta,2000,5-14 years,0,54261,11873,0.0
7999,Europe,Malta,2000,55-74 years,3,66447,11873,4.51
8000,Europe,Malta,2000,75+ years,2,18976,11873,10.54
8001,Europe,Malta,2001,15-24 years,5,58857,11691,8.5
8002,Europe,Malta,2001,25-34 years,4,51781,11691,7.72
8003,Europe,Malta,2001,35-54 years,12,115805,11691,10.36
8004,Europe,Malta,2001,5-14 years,0,54135,11691,0.0
8005,Europe,Malta,2001,55-74 years,8,70059,11691,11.42
8006,Europe,Malta,2001,75+ years,1,19904,11691,5.02
8007,Europe,Malta,2002,15-24 years,0,58683,12524,0.0
8008,Europe,Malta,2002,25-34 years,5,53453,12524,9.35
8009,Europe,Malta,2002,35-54 years,7,114828,12524,6.1
8010,Europe,Malta,2002,5-14 years,0,53655,12524,0.0
8011,Europe,Malta,2002,55-74 years,6,73270,12524,8.19
8012,Europe,Malta,2002,75+ years,1,20567,12524,4.86
8013,Europe,Malta,2003,15-24 years,1,58632,14444,1.71
8014,Europe,Malta,2003,25-34 years,7,54982,14444,12.73
8015,Europe,Malta,2003,35-54 years,5,113602,14444,4.4
8016,Europe,Malta,2003,5-14 years,0,52829,14444,0.0
8017,Europe,Malta,2003,55-74 years,5,76684,14444,6.52
8018,Europe,Malta,2003,75+ years,2,21056,14444,9.5
8019,Europe,Malta,2004,15-24 years,4,58590,15916,6.83
8020,Europe,Malta,2004,25-34 years,0,56630,15916,0.0
8021,Europe,Malta,2004,35-54 years,10,112560,15916,8.88
8022,Europe,Malta,2004,5-14 years,0,51622,15916,0.0
8023,Europe,Malta,2004,55-74 years,6,79988,15916,7.5
8024,Europe,Malta,2004,75+ years,4,21528,15916,18.58
8025,Europe,Malta,2005,15-24 years,0,58334,16648,0.0
8026,Europe,Malta,2005,25-34 years,1,57479,16648,1.74
8027,Europe,Malta,2005,35-54 years,10,111813,16648,8.94
8028,Europe,Malta,2005,5-14 years,0,50412,16648,0.0
8029,Europe,Malta,2005,55-74 years,5,83666,16648,5.98
8030,Europe,Malta,2005,75+ years,3,22407,16648,13.39
8031,Europe,Malta,2006,15-24 years,3,57822,17504,5.19
8032,Europe,Malta,2006,25-34 years,3,57673,17504,5.2
8033,Europe,Malta,2006,35-54 years,11,111337,17504,9.88
8034,Europe,Malta,2006,5-14 years,0,48983,17504,0.0
8035,Europe,Malta,2006,55-74 years,6,86889,17504,6.91
8036,Europe,Malta,2006,75+ years,3,23334,17504,12.86
8037,Europe,Malta,2007,15-24 years,2,57223,20333,3.5
8038,Europe,Malta,2007,25-34 years,5,58650,20333,8.53
8039,Europe,Malta,2007,35-54 years,12,111140,20333,10.8
8040,Europe,Malta,2007,5-14 years,0,47237,20333,0.0
8041,Europe,Malta,2007,55-74 years,5,89189,20333,5.61
8042,Europe,Malta,2007,75+ years,2,24142,20333,8.28
8043,Europe,Malta,2008,15-24 years,1,56988,23007,1.75
8044,Europe,Malta,2008,25-34 years,1,59833,23007,1.67
8045,Europe,Malta,2008,35-54 years,7,111186,23007,6.3
8046,Europe,Malta,2008,5-14 years,0,45688,23007,0.0
8047,Europe,Malta,2008,55-74 years,4,91455,23007,4.37
8048,Europe,Malta,2008,75+ years,1,25045,23007,3.99
8049,Europe,Malta,2009,15-24 years,4,57078,21695,7.01
8050,Europe,Malta,2009,25-34 years,11,60652,21695,18.14
8051,Europe,Malta,2009,35-54 years,10,111358,21695,8.98
8052,Europe,Malta,2009,5-14 years,0,44353,21695,0.0
8053,Europe,Malta,2009,55-74 years,9,93838,21695,9.59
8054,Europe,Malta,2009,75+ years,2,25823,21695,7.75
8055,Europe,Malta,2010,15-24 years,3,56615,22132,5.3
8056,Europe,Malta,2010,25-34 years,3,60719,22132,4.94
8057,Europe,Malta,2010,35-54 years,17,111407,22132,15.26
8058,Europe,Malta,2010,5-14 years,0,43156,22132,0.0
8059,Europe,Malta,2010,55-74 years,6,96334,22132,6.23
8060,Europe,Malta,2010,75+ years,2,26718,22132,7.49
8061,Europe,Malta,2011,15-24 years,3,55844,23984,5.37
8062,Europe,Malta,2011,25-34 years,4,60500,23984,6.61
8063,Europe,Malta,2011,35-54 years,9,111398,23984,8.08
8064,Europe,Malta,2011,5-14 years,0,42066,23984,0.0
8065,Europe,Malta,2011,55-74 years,4,98765,23984,4.05
8066,Europe,Malta,2011,75+ years,0,27850,23984,0.0
8067,Europe,Malta,2012,15-24 years,1,55622,23074,1.8
8068,Europe,Malta,2012,25-34 years,3,60879,23074,4.93
8069,Europe,Malta,2012,35-54 years,10,111422,23074,8.97
8070,Europe,Malta,2012,5-14 years,0,41125,23074,0.0
8071,Europe,Malta,2012,55-74 years,10,101143,23074,9.89
8072,Europe,Malta,2012,75+ years,1,28947,23074,3.45
8073,Europe,Malta,2013,15-24 years,2,55353,25191,3.61
8074,Europe,Malta,2013,25-34 years,3,61705,25191,4.86
8075,Europe,Malta,2013,35-54 years,11,111559,25191,9.86
8076,Europe,Malta,2013,5-14 years,1,40569,25191,2.46
8077,Europe,Malta,2013,55-74 years,4,103477,25191,3.87
8078,Europe,Malta,2013,75+ years,1,30065,25191,3.33
8079,Europe,Malta,2014,15-24 years,3,54449,27634,5.51
8080,Europe,Malta,2014,25-34 years,3,62610,27634,4.79
8081,Europe,Malta,2014,35-54 years,14,111977,27634,12.5
8082,Europe,Malta,2014,5-14 years,1,40445,27634,2.47
8083,Europe,Malta,2014,55-74 years,6,105791,27634,5.67
8084,Europe,Malta,2014,75+ years,5,31253,27634,16.0
8085,Europe,Malta,2015,15-24 years,3,53356,25750,5.62
8086,Europe,Malta,2015,25-34 years,9,63792,25750,14.11
8087,Europe,Malta,2015,35-54 years,12,112701,25750,10.65
8088,Europe,Malta,2015,5-14 years,0,40442,25750,0.0
8089,Europe,Malta,2015,55-74 years,10,108178,25750,9.24
8090,Europe,Malta,2015,75+ years,0,32168,25750,0.0
8091,Africa,Mauritius,1985,15-24 years,39,215700,1223,18.08
8092,Africa,Mauritius,1985,25-34 years,25,175700,1223,14.23
8093,Africa,Mauritius,1985,35-54 years,24,180000,1223,13.33
8094,Africa,Mauritius,1985,5-14 years,1,205600,1223,0.49
8095,Africa,Mauritius,1985,55-74 years,13,93200,1223,13.95
8096,Africa,Mauritius,1985,75+ years,2,13200,1223,15.15
8097,Africa,Mauritius,1986,15-24 years,11,212900,1636,5.17
8098,Africa,Mauritius,1986,25-34 years,9,177300,1636,5.08
8099,Africa,Mauritius,1986,35-54 years,7,191300,1636,3.66
8100,Africa,Mauritius,1986,5-14 years,0,208600,1636,0.0
8101,Africa,Mauritius,1986,55-74 years,1,94200,1636,1.06
8102,Africa,Mauritius,1986,75+ years,0,13800,1636,0.0
8103,Africa,Mauritius,1987,15-24 years,52,207000,2073,25.12
8104,Africa,Mauritius,1987,25-34 years,31,184200,2073,16.83
8105,Africa,Mauritius,1987,35-54 years,42,198500,2073,21.16
8106,Africa,Mauritius,1987,5-14 years,4,212500,2073,1.88
8107,Africa,Mauritius,1987,55-74 years,9,95300,2073,9.44
8108,Africa,Mauritius,1987,75+ years,2,13800,2073,14.49
8109,Africa,Mauritius,1988,15-24 years,42,201200,2317,20.87
8110,Africa,Mauritius,1988,25-34 years,47,190100,2317,24.72
8111,Africa,Mauritius,1988,35-54 years,55,207700,2317,26.48
8112,Africa,Mauritius,1988,5-14 years,3,214900,2317,1.4
8113,Africa,Mauritius,1988,55-74 years,17,96700,2317,17.58
8114,Africa,Mauritius,1988,75+ years,3,14400,2317,20.83
8115,Africa,Mauritius,1989,15-24 years,30,198300,2349,15.13
8116,Africa,Mauritius,1989,25-34 years,50,193400,2349,25.85
8117,Africa,Mauritius,1989,35-54 years,42,213300,2349,19.69
8118,Africa,Mauritius,1989,5-14 years,5,214100,2349,2.34
